,Svc,BatteryNode,P_BESS,E_BESS,Total_Investment,Annual_Revenue,f1,f2,f3,f4,f5,f6,f_i_1,f_i_2,f_i_3,s_m_PS,s_m_PS_BESS,pct_m_PS,f5_PS,threshold_peak_demand,P_CB_max,p_1,p_2,p_3,p_4,p_5,Time
0,PS,bus1009,1000,1000,561900.0,-3232.5000000000005,561900.0,0.6563961990235416,0.3520078926475578,-0.058583625839511,-0.0010721661326477628,0.00036721944985861814,1.484164985981162,2.352658863331704,0.2858269447553246,310,310,100.0,0.1610213204951857,170,287.53374166680123,13.392857142857142,68.15476190476191,18.452380952380953,0,0,2.6845203002293903
