Svc,BatteryNode,P_BESS,E_BESS,Total_Investment,Annual_Revenue,f1,f2,f3,f4,s_m_PS,s_m_PS_BESS,pct_m_PS,f5_PS,threshold_peak_demand,P_CB_max,p_1,p_2,p_3,p_4,p_5,Time,Total_Investment_n,pct_m_PS_n,f5_PS_n
FR,bus1005,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,-0.0204428523365237,-0.16087987912499194,8660,8636,99.7228637413395,0.2963765111878463,170,287.54400495179243,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,18.70437691609065,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1006,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,0.0245923077261093,-0.3453106644436816,8660,8636,99.7228637413395,0.2963765111878463,170,287.5450662566336,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,18.08318253358205,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1008,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,0.0445145596536601,-0.5048674960358619,8660,8636,99.7228637413395,0.2963765111878463,170,287.54561960545027,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.4369554122289,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1009,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,0.0933065366839716,-0.7394645108378124,8660,8636,99.7228637413395,0.2963765111878463,170,287.5460267130734,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.3797793785731,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1011,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,0.0993576792129527,-1.2656014219353064,8660,8636,99.7228637413395,0.2963765111878463,170,287.54591759291503,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,18.02532280683517,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1012,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,0.1045169155134786,-2.6076613946706884,8660,8636,99.7228637413395,0.2963765111878463,170,287.5460590726357,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,18.00607565244039,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1013,1000,2000,1029400.0,98004.17468053862,11.92723931018381,2.338731020465865,0.1280731105073228,-4.622636561063242,8660,8636,99.7228637413395,0.2963765111878463,170,287.5461836651243,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.17832133769989,0.49115821023335476,0.9881312875593418,0.7396447488963482
FR,bus1,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,-0.0630371884998179,0.0001796268809049501,8657,7819,90.31997227677024,0.3644822110599819,170,287.53037559175584,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,18.252537723382314,0.5541853992721045,0.39980089351129494,0.47699314639169976
FR,bus1001,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,-0.0630371691151719,0.025123798254381484,8657,8467,97.80524431096222,0.327055850889022,170,287.53034865428634,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,18.98401939868927,0.5541853992721045,0.8681475783610421,0.7111664888165733
FR,bus1002,2000,2000,1103000.0,97353.9558576013,12.995480828732443,2.545908519028889,-0.0107977422143263,0.05010217943635882,8656,8466,97.80499075785582,0.327057118654554,170,287.5420657110142,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,20.004676349957784,0.5541853992721045,0.8681317137730518,0.7111585565225782
